212
1503.64 1277.14 96.125,138,stand,,,
1244.74 940.878 96.125,139 140,stand,,,
-989.222 -422.256 96.125,,stand,,,
-2427.06 -28.9444 112.483,,stand,,,
-112.668 1206.93 125.181,,stand,,,
219.643 2068.03 102.125,53 148 149,stand,,,
2583.1 1350.32 98.312,,stand,,,
2429.25 823.664 136.125,,stand,,,
467.523 533.567 58.625,,stand,,,
-1819.19 -2554.14 133.354,155,stand,,,
-1183.14 -1430.4 86.925,92,stand,,,
-632.364 -952.48 86.925,96,stand,,,
269.634 -1142.93 118.925,62 63 66,stand,,,
2712.73 -243.424 140.028,191,stand,,,
2271.85 -19.3164 108.842,188,stand,,,
-628.641 -499.418 91.5169,,stand,,,
-1875.54 571.118 103.664,,stand,,,
-28.2232 838.655 127.715,,stand,,,
394.919 -702.197 139.125,69 70 71,stand,,,
453.329 -1462.55 134.163,172 174,stand,,,
5.94839 -2241.18 133.575,160 161,stand,,,
1065.94 -449.426 104.43,180,stand,,,
1758.04 -1026.65 130.125,196 198,stand,,,
1500.04 -1242.65 130.125,176 198,stand,,,
-1285.3 -1925.48 124.175,81 82,stand,,,
-892.198 -1382.8 86.925,93 98,stand,,,
-1181.11 -2322.33 87.6003,154 156,stand,,,
-1535.4 1416.42 63.125,,stand,,,
-727.083 -120.504 100.054,,stand,,,
-1662.11 558.824 97.2758,,stand,,,
2034.11 1476.76 93.092,,stand,,,
436.269 1495.83 74.0112,,stand,,,
384.529 -910.476 155.037,67,stand,,,
2460.87 -37.5489 120.138,192,stand,,,
399.643 645.161 127.125,123 125,stand,,,
-1908.65 150.776 102.125,114,stand,,,
77.2633 -859.746 278.925,56,stand,,,
-394.12 -951.081 95.1976,167 168,stand,,,
-488.997 1591.79 57.198,,stand,,,
-811.719 1288.1 54.1309,,stand,,,
-2235.38 115.681 118.399,,stand,,,
-1719.56 29.2842 97.9442,,stand,,,
1693.0 -201.132 88.1392,189,stand,,,
1731.64 42.2239 75.3507,188,stand,,,
542.585 -1987.65 124.564,101 102,stand,,,
402.352 2189.3 23.125,,stand,,,
-698.904 -1606.07 102.334,164,stand,,,
-698.12 -34.2358 106.991,,stand,,,
1001.87 2486.01 60.6561,,stand,,,
1443.37 1713.95 19.4844,,stand,,,
882.346 -194.659 115.125,183,stand,,,
1322.99 -574.847 130.125,197,stand,,,
-928.029 -2035.7 174.393,107 109,stand,,,
166.3 2314.2 102.125,5 148 149,stand,,,
525.447 -931.63 249.407,55 75,climb,-5.03723 -173.872 0.230713,,
501.433 -937.023 315.925,54 56,climb,-5.76782 -173.977 1.40076,,
280.886 -920.937 278.925,36 55 57 58,stand,,,
-57.4897 -943.414 278.925,56 61,stand,,,
331.647 -1144.86 278.925,56 60,stand,,,
413.856 -1119.56 118.925,60 64 65,climb,-5.26245 -171.499 0.0,,
378.921 -1127.28 278.925,58 59,climb,-3.01025 -174.312 1.62598,,
20.7163 -1277.37 119.035,57 62 73 170,stand,,,
169.719 -1230.53 118.925,12 61 63,stand,,,
341.978 -1233.14 118.925,12 62 64,stand,,,
438.143 -1208.0 118.925,59 63 65,stand,,,
502.23 -1101.68 118.925,59 64 177,stand,,,
237.135 -996.113 150.925,12 67 68,stand,,,
338.533 -854.721 158.709,32 66 68 69,stand,,,
43.3827 -905.002 150.925,66 67 169,stand,,,
391.9 -787.861 151.392,18 67 70,stand,,,
564.192 -744.763 139.125,18 69 72,stand,,,
568.14 -471.358 75.2132,18 72 181 182,stand,,,
635.67 -735.661 126.652,70 71 182 202,stand,,,
38.4786 -1438.77 135.489,61 74 162 165 166 170 171 173,stand,,,
285.672 -1372.06 241.925,73 75,stand,,,
628.905 -1290.75 241.925,54 74,stand,,,
-671.366 -1877.67 116.78,77 106 163,stand,,,
-704.854 -1709.99 164.925,76 78,stand,,,
-838.173 -1743.03 172.175,77 79 83,stand,,,
-887.79 -1562.4 172.175,78 83 84,stand,,,
-1044.22 -1812.54 172.175,81 83,stand,,,
-1104.14 -1615.87 124.175,24 80 82,stand,,,
