228
-866.958 -181.076 64.125,1,stand,,,
-863.731 -252.127 64.125,0 2,stand,,,
-861.068 -434.269 0.125001,1 4 3,stand,,,
-752.498 -655.971 0.124998,4 2 19,stand,,,
-738.446 -439.032 0.124998,2 3 5,stand,,,
-730.209 -95.1521 0.124998,4 6 44,stand,,,
-725.426 226.277 0.124996,5 7,stand,,,
-729.089 519.323 0.124998,6 8 20 21,stand,,,
-1026.41 527.063 0.124998,7 9,stand,,,
-1208.7 527.927 0.124998,8 10,stand,,,
-1214.79 223.384 -31.875,9 11,stand,,,
-1535.44 225.565 -63.875,10 13 12 16 211,stand,,,
-1485.5 473.936 -63.875,13 15 14 11 211,stand,,,
-1730.16 472.263 -63.875,14 12 15 11 211 212,stand,,,
-1704.04 809.477 -63.875,15 13 12,stand,,,
-1528.26 778.108 -63.875,14 12 13,stand,,,
-1537.92 -70.7591 -30.2926,11 17,stand,,,
-1538.37 -360.698 0.125001,16 209 210,stand,,,
-1202.86 -609.74 0.125001,19 210,stand,,,
-993.115 -642.981 0.125001,18 3,stand,,,
-455.094 564.952 0.125001,7 21 22,stand,,,
-506.146 687.495 0.124998,7 20 48,stand,,,
-449.685 445.073 24.125,20 23,stand,,,
-584.324 444.73 64.125,22 24,stand,,,
-587.154 353.499 64.125,23 25,stand,,,
-403.551 350.483 120.125,24 26,stand,,,
-190.862 345.727 192.125,25 27 28,stand,,,
-251.217 208.968 192.125,26 29 30 192,stand,,,
-25.6552 331.952 192.125,26 31,stand,,,
-473.184 266.947 192.125,27 30,stand,,,
-379.612 86.0976 192.125,29 27 34 192 193,stand,,,
-31.9557 94.1047 192.125,28 32,stand,,,
142.669 82.3087 192.125,31 33,stand,,,
148.059 195.003 192.125,32,stand,,,
-382.358 -97.0857 192.125,30 37,stand,,,
-585.022 -564.329 192.125,36 38 37,stand,,,
-389.705 -520.218 192.125,35 37 38 39,stand,,,
-385.432 -331.537 192.125,34 36 38 35 39,stand,,,
-574.737 -386.359 192.125,35 37 36,stand,,,
-261.295 -444.808 192.125,36 37 40 194,stand,,,
2.55307 -438.665 160.125,39 41,stand,,,
327.136 -439.304 128.125,40 42,stand,,,
332.787 -269.652 128.125,41 43,stand,,,
513.657 -269.866 82.6008,42 47 59,stand,,,
-385.105 -121.341 18.5766,5 45,stand,,,
19.1509 -97.715 46.7172,44 46,stand,,,
244.507 -92.7352 62.2307,45 47 195,stand,,,
511.451 -135.723 82.4235,46 43 59,stand,,,
-501.686 843.974 0.124998,21 49,stand,,,
-277.93 843.283 38.5295,48 52,stand,,,
115.928 903.551 96.125,51 121 207,stand,,,
115.063 790.362 96.125,50 52 53,stand,,,
-33.2337 816.929 96.125,51 49,stand,,,
119.241 597.884 96.125,51 54 206,stand,,,
381.949 590.045 96.125,53 55 205 208,stand,,,
639.785 588.037 96.125,54 56 205,stand,,,
831.258 565.617 96.125,55 57 73,stand,,,
800.789 297.262 96.125,56 58,stand,,,
800.777 50.644 96.125,57 59,stand,,,
786.513 -181.516 96.125,58 47 43 60,stand,,,
909.042 -399.139 102.125,59 61,stand,,,
910.842 -530.872 112.125,60 62,stand,,,
947.961 -684.685 112.125,61 63,stand,,,
1163.07 -689.836 168.125,62 64,stand,,,
1168.77 -510.57 248.125,63 65,stand,,,
1186.97 -367.794 272.125,64 66 72,stand,,,
1394.03 -359.463 272.125,65 67,stand,,,
1590.65 -357.033 272.125,66 68,stand,,,
1868.23 -356.918 272.125,67 69,stand,,,
1869.95 -185.304 272.125,68 70,stand,,,
2077.76 -182.848 272.125,69 71,stand,,,
2077.41 -447.562 272.125,70,stand,,,
1104.15 -305.998 272.125,65,stand,,,
1077.62 541.651 123.04,56 216,stand,,,
1420.87 279.162 160.125,75 82 213 217 216,stand,,,
1228.55 290.25 191.635,74 76,stand,,,
1116.3 290.353 224.125,75 77,stand,,,
1112.3 129.696 224.125,76 78,stand,,,
1110.17 -46.8084 224.125,77 79 81 80,stand,,,
1005.43 -40.8679 224.125,78 80 81,stand,,,
1014.76 -201.07 224.125,79 81 78,stand,,,
1102.89 -202.965 224.125,80 78 79,stand,,,
1427.41 70.7783 160.125,74 83,stand,,,
1594.88 53.4882 160.125,82 84 219,stand,,,
1796 36.9555 160.125,83 85 218,stand,,,
1970.89 30.2788 160.125,84 86 89 218 91,stand,,,
1957.69 352.523 160.125,85 87 92 157 167,stand,,,
1858.69 461.156 160.125,86 156 157 167,stand,,,
1902.82 656.121 160.125,157,stand,,,
2168.26 13.1219 160.125,85 90 91 158,stand,,,
2168.46 -122.692 160.125,89 166,stand,,,
2313.04 129.805 160.125,89 92 158 85,stand,,,
2301.23 349.804 160.125,91 86 93 156,stand,,,
2284.19 494.703 160.125,92 119 156,stand,,,
2294.36 1128.7 160.125,95 101 115 114,stand,,,
2391.85 1148.68 160.125,94 96,stand,,,
2534.96 1149.99 160.125,95 97,stand,,,
2685.55 1157.88 160.125,96 98,stand,,,
2686.79 1320.24 160.125,97 99,stand,,,
2688.17 1528.3 160.125,98 100,stand,,,
2461.28 1530.97 160.125,99 147,stand,,,
2114.89 1134.74 160.125,94 102 115,stand,,,
1811.19 1169.72 160.125,101 103 107,stand,,,
1556.65 1126.1 160.125,102 104 105,stand,,,
1389.58 1153.02 160.125,103 105,stand,,,
1420.64 870.347 160.125,104 106 103 215,stand,,,
1430.71 707.313 160.125,105 214 215 217 216,stand,,,
1825.01 1339.11 160.125,102 108,stand,,,
1849.14 1518.27 160.125,107 109 110 111,stand,,,
1637.47 1618.72 160.125,108 110,stand,,,
1838.21 1838.67 160.125,108 109 111 112 155,stand,,,
1653.24 1848.6 160.125,110 108,stand,,,
1996.93 1850.58 160.124,110 113 155,stand,,,
2087.19 1852.43 136.125,112 145,stand,,,
2188.96 899.852 160.125,115 116 94,stand,,,
2336.84 896.57 160.125,114 118 119 94 101,stand,,,
2098.6 890.891 121.226,114 117,stand,,,
2123.1 806.615 102.6,116,stand,,,
2416.58 891.036 160.125,115 119 120,stand,,,
2304.66 684.309 160.125,93 115 118 156,stand,,,
2512.56 895.687 122.072,118,stand,,,
121.313 1154.66 96.125,50 122,stand,,,
179.932 1452.47 97.9314,121 123,stand,,,
306.249 1732.72 120.534,122 220 221,stand,,,
742.606 2092.62 128.125,125 222 223 221,stand,,,
753.276 2249.43 128.125,124 126,stand,,,
712.88 2622.53 128.125,125 127 168 184,stand,,,
813.984 2727.14 128.125,126 128 184 185,stand,,,
992.867 2718.99 128.125,127 129,stand,,,
1186.22 2770.05 128.125,128 130 183,stand,,,
1458.4 2724.08 128.125,129 131 186,stand,,,
1759.09 2776.77 128.125,130 132 186 227,stand,,,
2084.69 2706.86 128.125,131 133 226 227,stand,,,
2093.86 2546.85 99.0696,132 134 140 135,stand,,,
2079.6 2365.06 80.125,133 135 139 140,stand,,,
1821.95 2385.68 44.5261,134 136 133,stand,,,
1624.1 2388.24 8.87642,135 137,stand,,,
1375.7 2401.93 -31.375,136,stand,,,
2523.45 2245.95 80.1159,142 139 141 143 144,stand,,,
2284.21 2274.11 80.0695,134 138 140 142 144 143,stand,,,
2291.1 2470.32 80.1132,141 133 142 139 134,stand,,,
2522.79 2529.72 81.3464,140 142 138,stand,,,
2386.24 2354.38 80.125,140 138 139 141,stand,,,
2523.29 2038.57 80.1189,138 144 139 146,stand,,,
2356.7 2041.83 80.0948,143 139 138 145 146 151,stand,,,
2217.06 1854.73 80.125,113 144 151 146,stand,,,
2522.29 1859.8 80.125,143 144 145 191,stand,,,
2460.06 1654.39 160.125,100 148 149 152,stand,,,
2648.66 1659.2 160.125,147,stand,,,
2501.24 1760.73 144.125,147 150,stand,,,
2432.78 1754.66 128.125,149 151,stand,,,
2364 1756.64 80.0365,150 145 144,stand,,,
2320.09 1664.95 160.125,147 153,stand,,,
2215.03 1723.74 160.125,152 154,stand,,,
2107.21 1723.63 160.125,153 155,stand,,,
1991.24 1725.51 160.125,154 112 110,stand,,,
2086.98 498.113 160.125,87 119 93 92,stand,,,
1946.91 564.849 160.125,88 87 86,stand,,,
2425.54 -24.294 160.125,91 89 159,stand,,,
2503.88 -44.2172 125.372,158 160 164,stand,,,
2624.92 -73.7735 105.722,159 164 161,stand,,,
2614.48 -451.593 115.037,160 164 162 165,stand,,,
2139.75 -418.507 111.797,161 165 166,stand,,,
2009.95 -195.579 129.334,166,stand,,,
2455.15 -194.543 99.7216,159 160 161 165 166,stand,,,
2347.75 -326.342 103.398,164 162 161 166,stand,,,
2166.6 -175.806 118.231,163 162 90 164 165,stand,,,
1839.63 362.138 160.125,87 86,stand,,,
545.884 2627.09 160.125,126 169 170 174,stand,,,
400.092 2574.18 160.125,168 170 171 224,stand,,,
261.799 2810.45 160.125,169 173 168 175,stand,,,
186.224 2490.81 160.125,169 172,stand,,,
102.401 2565.84 160.125,171 173,stand,,,
118.93 2819.05 160.125,172 170 177 175,stand,,,
561.516 2854.91 160.125,168 176,stand,,,
311.053 2987.45 160.125,170 176 173,stand,,,
479.573 3077.45 160.125,175 174 178,stand,,,
95.4573 3063.58 160.125,173,stand,,,
556.361 3214.1 160.125,176 179,stand,,,
785.513 3276.19 160.125,178 180,stand,,,
939.594 3197.74 160.125,179 181,stand,,,
1170.43 3220.35 160.125,180 182,stand,,,
1184.28 3085.56 160.125,181 183,stand,,,
1184.53 2916.39 128.125,182 129,stand,,,
693.161 2878.82 128.125,127 185 126,stand,,,
840.202 2880.7 128.125,184 127,stand,,,
1627.24 2647.69 128.125,130 131 187,stand,,,
1630.32 2591.8 144.125,186 188,stand,,,
1785.35 2590.37 144.125,187 189 190,stand,,,
1786.29 2643.91 176.125,188,stand,,,
1857.81 2589.06 144.125,188,stand,,,
2579.91 1800.72 80.125,146,stand,,,
-205.956 102.006 192.125,27 30,stand,,,
-565.055 91.687 192.125,30,stand,,,
-260.732 -571.717 192.125,39,stand,,,
242.141 42.5093 63.4946,46 196,stand,,,
236.701 230.298 57.926,195 197,stand,,,
236.093 365.642 42.874,196 198,stand,,,
235.711 452.236 35.9038,197 199,stand,,,
238.292 518.833 41.6851,198 200,stand,,,
240.839 585.913 34.6252,199 201,stand,,,
246.957 718.264 37.4167,202 200 203,stand,,,
238.001 867.566 55.3199,201,stand,,,
363.215 707.449 63.0483,201 204,stand,,,
447.043 702.332 66.7112,203 205,stand,,,
445.725 649.261 96.125,204 54 55,stand,,,
90.7385 513.848 96.1249,53,stand,,,
41.5434 894.745 96.1541,50,stand,,,
375.351 464.673 96.125,54,stand,,,
-1587.72 -657.427 0.124998,210 17,stand,,,
-1450.32 -598.476 0.124998,18 209 17,stand,,,
-1675.98 247.006 -63.875,11 13 12,stand,,,
-1833.79 522.84 -63.875,13,stand,,,
1553.56 298.348 160.125,74 217,stand,,,
1568.55 579.618 160.125,106 217,stand,,,
1555.74 844.55 160.125,105 106,stand,,,
1268.61 541.374 156.472,217 73 106 74,stand,,,
1421.57 535.272 160.125,106 213 74 216 214,stand,,,
1790.59 -64.3676 160.125,84 85,stand,,,
1591.62 -73.7705 160.125,83,stand,,,
320.405 1919.42 128.125,123 221,stand,,,
553.902 1949.42 128.125,220 123 222 223 124,stand,,,
493.444 2123.03 128.125,221 124 223,stand,,,
813.993 1897.89 128.125,124 221 222,stand,,,
436.122 2460.25 160.125,169 225,stand,,,
504.855 2461.69 160.125,224,stand,,,
2157.8 2817.31 128.125,132 227,stand,,,
1935.41 2843.95 128.125,226 132 131,stand,,,
